keyword,count
ISMS (Information Security Management System),1
ISO (International Organization for Standardization),1
moderation effect analysis,1
multiple regression analysis,1
resource-based view (RBV),1
security management activities,1
CIO Roles,1
Demand-Side Roles,1
Information Intensity of the Value Chain,1
Role Configuration,1
Supply-Side Roles,1
CDO announcements,1
chief data officer,1
event study methodology,1
job overlap,1
shareholder value,1
democratisation,1
enterprise software,1
low-code,1
Top management commitment,1
User participation,1
breach disclosure,1
breach prevention,1
computer incident response team,1
cybersecurity breach,1
cybersecurity case,1
Information Security Management,1
Public Administration,1
Public Cloud,1
Security Audit,1
Visualization,1
Business value of accounting information systems,1
Technical debt,1
Financial metrics,1
continuous assessment,1
design science research,1
Firm Value,1
Human Capital,1
IT Corporate Governance,1
IT-Intensity,1
Relational Capital,1
Cloud storage,1
Records disposal,1
competency,1
digital era,1
risk,1
Information technology control weaknesses (ITCWs),1
Internal controls,1
Sarbanes-Oxley,1
Blended learning,1
Engineering education,1
Interdisciplinarity,1
managerial skills,1
training of cios,1
university cios,1
university digital strategy,1
Chief Diversity Officer (CDO),1
DEI in higher education,1
Higher education change,1
Leading transformation,1
Organization development and change,1
Strategic diversity leadership,1
Transformational change,1
Transformational leadership capabilities,1
Transformational leadership practices,1
Transformational leadership styles,1
Agile methodology,1
Work plan,1
Cyber security,1
Hospitality industry,1
Information security,1
Enterprise systems assimilation,1
Strategic business knowledge,1
Strategic IT knowledge,1
Structural power,1
CEO optimism,1
chief executive officer,1
language style matching,1
technological innovation value,1
Best practices Higher education institutions baseline Implementation Information technology governance Mechanisms,1
Transition CIO,1
industry IT intensity,1
market turbulence,1
operating efficiency,1
classroom design,1
digital divide,1
educational technology,1
applications,1
healthcare,1
opportunities,1
IT workforce,1
Enterprise software selection,1
Organizational buying behaviour,1
Corporate Green investment,1
Resource endowment,1
Supply chain,1
Adoption of IR 4.0 Technologies,1
Board Characteristics,1
Firm Innovation,1
Operating Cash Flows,1
Resource Dependence Theory,1
Cyber threats,1
Large businesses,1
Security technologies,1
Small and medium businesses,1
cooperation,1
interdependence,1
Ecosystem,1
Legal view of agency theory,1
Organizational Innovation,1
Qualitative Comparative Analysis (QCA),1
Cybersecurity breach,1
Spillover uncertainty,1
Trading volume,1
Chief Marketing Officer,1
Executive power,1
Managerial power,1
Infrastructure Security,1
Risk Management,1
Secured Business,1
Secured Business Model,1
Secured Operations,1
Secured Operations Model,1
Security Business Drivers,1
Security Management,1
Security Services,1
CDIO,1
functional TMT members,1
Benchmark,1
Complementary approach,1
Goal-orientation,1
Simulation,1
"appointment, CIO",1
"chief digital officer, CDO",1
expert power,1
"new position, succession",1
prestige power,1
signaling theory,1
employee gender,1
internalization,1
leadership style,1
security compliance,1
stereotype,1
agency theory,1
board monitoring,1
CEO duality,1
CIO presence,1
School’s IT environment,1
Complexity science,1
IT human resource,1
IT unit,1
It-embedded product innovation,1
Information Technology Infrastructure,1
Knowledge Management (KM),1
Leadership Style (Path Goal Theory),1
Character,1
Employee gender,1
Glass ceiling,1
Internalization,1
IT security compliance,1
Stereotype,1
Sticky floors,1
Factors determining quality,1
ISO/IEC 25000,1
ISO/IEC 9126,1
Software quality,1
CIO business focus,1
CIO C-level access,1
CIO C-suite access,1
Executive,1
Reporting line,1
Reporting relationship,1
fractional CIO,1
small businesses,1
CIO Role Effectiveness,1
cultural dimension,1
Open government,1
Participation,1
State governments,1
Transparency,1
Theory of punctuated equilibria,1
Transformation,1
Typology,1
Information Officer (Xin Xi Guan,1
Public CIO,1
Xin Xi Zhu Guan),1
Economic downturn,1
Strikes,1
Trade unions,1
Employee's attitude,1
Job satisfaction,1
Leadership program,1
Executive relationships,1
Collective effort model,1
Project teams,1
Social loafing,1
Accounting,1
Information technology governance,1
Sarbanes Oxley Act,1
Cities,1
Facebook,1
Mixed research,1
Smart,1
Twitter,1
Alternative Dispute Resolution,1
Consumer Protection,1
Credit Score,1
Data Protection,1
Identity Theft,1
institutionalization,1
readiness assessment,1
CRUDi,1
Decision support,1
Framework,1
BPR,1
ERP failures,1
ERP issues,1
India,1
SAP,1
"Systems, analysis and products",1
EIS,1
Accommodation businesses,1
Causal model,1
Q for tourist quality,1
Quality management,1
Social impact results,1
Information quality,1
IT quality management,1
Management Information Systems,1
Service quality,1
Crisis,1
Japan,1
C-suite technology plans,1
Collaboration attributes,1
Corporate openness,1
Customer data,1
Customer engagement,1
Customer individualization,1
Customer relationships,1
Innovation partnerships,1
Technology future,1
Artifacts,1
Complexity Science,1
Design Patterns,1
Design Science Methodology,1
CIO compensations,1
CIO power,1
institutional isomorphism,1
resource-based theory,1
Commitment,1
Influence behavior,1
Peer,1
Data growth,1
Information artifact,1
Information life cycle management,1
Information risk,1
corporate innovation,1
risk appetite,1
top management team (TMT),1
e-business,1
IT competence IT value,1
Cio competencies,1
IT professional,1
Social representation theory,1
Business Owner,1
Current Awareness,1
Hair Salon,1
Page View,1
business capabilities,1
SCOR,1
supply chain management,1
IT decision-making,1
Political skill,1
IT portfolio management,1
Cultural dimensions,1
Political behavior,1
Political strategies and culture model,1
System development life cycle,1
Health information technology (HIT),1
Information technology (IT) manager,1
Critical capability,1
IT CMF,1
IT risks,1
Information Systems Outsourcing,1
Cognitive diversity,1
Problem solving,1
IT expectation,1
Collaborative management,1
IS governance,1
Boards of Directors,1
Malaysia,1
Information system function,1
Information system management,1
Tool for chief information officer,1
eGovernment strategy,1
Quality public services,1
Kaplan-Meier estimator,1
Non-parametric estimation,1
Parametric survival model,1
Proportional hazards model,1
Armed Conflict,1
Host Country,1
Humanitarian Relief,1
Requisite Variety,1
Minority student,1
parental involvement,1
STEM pipeline,1
Learning management systems,1
Predictive modelling,1
Dynamic environment,1
IS function performance,1
Strategic innovation,1
Competing values,1
Focused interviews,1
Data life-cycle management,1
Data quality management,1
IBM,1
Information integration,1
Matched-pair questionnaire surveys,1
business value of IT,1
business-IT alignment,1
information systems alignment,1
operational alignment,1
Job characteristics theory,1
Modelling,1
Enrollment,1
Citizen-Centered Approach,1
Functional-Centric Approach,1
Information,1
Political Participation,1
Transaction,1
Two-Way Communication,1
Boards of directors,1
Ireland,1
IT Сompetence,1
Classification,1
Comparison,1
SISP methodology,1
Digital libraries,1
Individual behaviour,1
Demand for integration,1
Interdependence,1
Indicators,1
Measurement,1
education,1
experience,1
evaluation framework,1
repertory grid technique,1
strategic information systems,1
Environmental Determinism,1
IT Investment Strategy,1
Managerial Processes,1
Strategic Choice,1
Executive programs,1
Master's programs,1
Professional education,1
Chief Executive Officer (CEO),1
Chief Operating Officer (COO),1
information technology (IT),1
politics,1
transaction cost theory,1
upper echelon theory,1
Abnormal stock returns,1
Cash flows from operations,1
Chief executive officer (CEO),1
Chief financial officer (CFO),1
Cost leadership,1
Porter's generic strategies,1
Product/service differentiation,1
Strategic positioning,1
Funding,1
Intergovernmental,1
IT planning,1
Executive integration,1
Leader socialization,1
New appointment,1
Taking charge,1
Transition,1
Annual reports,1
Firms listed on the stock exchange,1
Business value of IT,1
Cost efficiency,1
Principal-agent model,1
Theory of political control,1
U.S. state government,1
Mobile Government,1
Stakeholder Analysis,1
Organizational innovation,1
CIO's role,1
Eco-efficient information,1
Role of the CIO,1
Board Level,1
Customer Relationship Manager,1
Tactical Planning,1
Information asymmetry,1
Leadership effectiveness,1
Stakeholder theory,1
Public cloud computing,1
State information technology departments,1
Strategic posture,1
Competitive advantages,1
IS resources,1
Business process management (BPM),1
Social networking,1
Software as a service (SAAS),1
Teaching case,1
IT performance,1
Value adding,1
Course design projects,1
Entrepreneurial models,1
Organizing design teams,1
Iceland,1
Innovative usage of information systems,1
Operational role effectiveness,1
Strategic IS vision,1
Strategic role effectiveness,1
Application landscape,1
Metrics,1
Cognitive frames,1
Personality inventories,1
CIO Role expectationsinstrument,1
Configuration of CIO Roles,1
Duality of CIO Roles,1
Developing countries,1
Enabling elements,1
eParticipation,1
Inhibiting elements,1
Smart cities,1
Information systems security management,1
Key issues,1
Local government information systems security,1
E-waste,1
Energy,1
Environmental Footprint,1
Green Technology,1
Information Technoloogy,1
AHP,1
Analytic hierarchy process,1
Cloud selection,1
IT stakeholder management,1
IT strategic decisions,1
Customer value,1
Innovative business orientation,1
Innovative IS strategy,1
Organizational climate,1
Case-based learning,1
Information systems curriculum,1
IS curriculum development,1
IS management education,1
Continuous innovation,1
Industry effects on IT adoption,1
Organisational capital,1
Sustainable competitive advantage,1
community,1
Github,1
Microsoft,1
social networking,1
Stack Exchange,1
TopCoder,1
Corporate Entrepreneurship,1
Network Effect,1
Open Innovation,1
Event history methods,1
Kaplan-meier estimator,1
Proximity analysis,1
Business Strategy,1
competitive advantage Information Technology (IT) strategy,1
Wiki,1
Attention based view,1
Complementarities,1
IT-enabled innovation,1
Strategic focus,1
Local e-government,1
Municipal CIO,1
Online surveys,1
Manager,1
Role,1
Institutions of higher education,1
Open Source software,1
CEO-CIO roles,1
Core IT capabilities,1
IT and business alignment,1
IT structure and governance,1
Managing business transformation,1
Banking platforms,1
MandA,1
Strategic management of information system,1
intention to stay,1
transformational and transactional leadership,1
Decision support requirements,1
Information behavior,1
Methodology,1
Senior executives,1
Process categorization,1
Process prioritization,1
Liberal arts education,1
Program assessment,1
Service-learning pedagogy,1
C-suite executives,1
Environmental turbulence,1
Executive teams,1
Kaplan-Meier curves,1
Survival analysis,1
Careers,1
Computing majors,1
Employment,1
Job skills,1
Financial performance,1
Information technology infrastructure,1
Bayesian multivariate probit,1
Customer relationship management,1
e-Buy,1
Electronic resources,1
Information system adoption,1
Korea,1
On-line services,1
Development Assistance,1
Emergent Strategy,1
National Development Strategy,1
Program Preparation,1
Hofstede's Cultural Dimensions,1
Information Systems Planning Effectiveness,1
PLS-Graph 3.0,1
Market orientation,1
Survey research volume,1
Model,1
Abandonment,1
Institutionalization,1
Design Pattern,1
Design Science,1
IT Management Framework,1
Public sector CIO,1
Distributed computing,1
Mobile computing,1
Modeling and simulation,1
Service oriented architecture,1
Web services,1
Breakthrough,1
Ubiquity,1
Senior manager,1
Skills and activities,1
Skills set,1
Not-for-profit,1
information management,1
value-added services,1
Business Alignment of IT,1
IT Operating Model,1
IT Operations,1
Cross-cultural studies,1
E-service,1
National culture,1
TOE,1
Business performance,1
Modularity,1
Outsourcing success,1
Industry training,1
National transition strategy,1
W3C WCAG 2.0,1
Web accessibility,1
Clinical Information Systems,1
Greek Hospitals,1
IT Adoption,1
IT Sophistication,1
Resistance to information systems,1
manager,1
Chief information officer roles,1
Professional profiles,1
Requirements,1
Soft skills,1
CIO role and responsibilities,1
Swedish Multinational Corporations,1
Due diligence,1
merger or acquisition,1
planning,1
time frame,1
IS professionals,1
Motive talk,1
Speech act theory,1
Sweden,1
Career opportunities,1
Case studies,1
Emotional iitelligence,1
Quality of work-life,1
Requisite skills,1
IT Competences,1
IT practitioners,1
It skills,1
IT training,1
careers,1
compensation,1
cultural intelligence,1
gamification,1
job,1
polyspecialist skills,1
profession,1
professionals,1
roles,1
Information Asset Management,1
Information asset management capability,1
Information assets,1
BI,1
SCM,1
Systems,1
Workflow,1
IT project,1
Public,1
Saudi,1
Current e-business practices,1
Electronic business,1
Electronic content management,1
Free and open source software,1
Government departments,1
Positioning,1
Public service,1
Strategic role,1
Importance-performance analysis,1
IT governance balanced scorecard,1
Thai universities,1
Individual performance,1
Personal Productivity,1
System Integration,1
Electronic government,1
Ontology,1
Green ITS,1
IT executive role,1
IT-business relationships,1
Industry,1
Organisation,1
Educational IT leadership,1
Focus groups,1
IT education management,1
R&D productivity,1
data models,1
disaster management,1
disaster response,1
humanitarian assistance,1
interoperable information,1
National Information Exchange Model,1
NIEM,1
project planning,1
Benchmarking scale,1
City agencies,1
Stage model,1
Information and Communication Technology,1
Regional Economic Growth,1
Total Factor Productivity,1
Two-step System GMM,1
Service oriented architecture (SOA),1
Data center,1
Distribute file system,1
Hadoop distribute file system,1
on-demand,1
Chief Information Offices (CIO),1
Developed Country,1
Developing Country,1
Government Chief Information Offices (GCIO),1
BI assimilation,1
BI business value,1
Shared knowledge,1
Strategic IT alignment,1
IT Value Hierarchy,1
Maturity Model,1
Strategic Use of IT,1
Sarbanes Oxley (SOX) Act,1
Business innovation,1
Lifelong Learning,1
Lifelong Learning Strategy,1
Talent Pool,1
Voice Over Internet Protocol,1
Goal congruence,1
Integrative leadership,1
Supply chain implementation,1
Synergistic information flow,1
Human Resource Strategy,1
Information Infrastructure,1
Information Society,1
Knowledge Economy,1
Italy,1
municipalities,1
on line service delivery,1
Contract,1
IS outsourcing,1
Relationship,1
Grounded Theory,1
Interview Protocol,1
Long Interview Technique,1
Narrative Inquiry,1
IT process improvement,1
Risk analysis,1
System monitoring,1
decision support requirements,1
design science,1
information behaviors,1
methodology,1
senior executives,1
GCIO function,1
Information technology leadership,1
Case study method,1
Context,1
Role effectiveness,1
Decentralization in management,1
Enterprise Resource Planning (ERP),1
Multi-divisional ERP implementation,1
Distance education and telelearning,1
Distributed learning environments,1
Evaluation of CAL systems,1
Interactive learning environments,1
Postsecondary education,1
Back-office information system,1
Electronic government (EGov.),1
Ministry of Finance (MOF),1
Shared service center (SSC),1
BCP (business continuity planning),1
Disaster management and CIO core competence,1
GCIO (government chief information officer),1
ISV,1
IT/IS,1
Lemon market theory,1
access control,1
asset protection,1
automation,1
change control,1
connection protection,1
continuous diagnostics and mitigation,1
continuous monitoring,1
ground segment ground system,1
incident handling,1
information assurance,1
information security leadership,1
information technology leadership,1
infrastructure protection,1
IT security metrics,1
least privilege,1
logical security,1
mission assurance,1
mission operations,1
mission operations center,1
NASA,1
network security,1
personnel screening,1
physical security,1
policies and procedures,1
scheduling restrictions,1
security controls,1
security hardening,1
software updates,1
system cloning and software licenses,1
system security,1
system security life cycle,1
unauthorized change detection,1
unauthorized change deterrence,1
unauthorized change prevention,1
Decision process,1
Information systems strategy,1
Propensity,1
Risk behavior,1
Competence,1
Performance,1
Embeddedness,1
Framework validation,1
Information system continuity management,1
Management support,1
leadership roles,1
service delivery,1
technology outlook/trends,1
Delphi study,1
procurement of information systems,1
Public procurement,1
Government Chief Information Officer Function,1
Human capacity framework,1
ICT training leaders,1
Capabilities,1
ICT investment,1
Electronic Medical Records,1
Financial Performance,1
Health Care,1
Functional responsibilities,1
Labor-intensive industries,1
Role conflicts,1
Role synergies,1
Chief Information Officer competencies,1
computer security scorecard,1
Federal Information of Security Management Act,1
IT security performance,1
U.S. federal government agencies,1
Public sector of Russian federation,1
Sanctions,1
Software and hardware import substitution,1
career paths,1
Irish telecommunications software,1
motivation,1
CIO's implication,1
IT security manager,1
Gender leadership,1
Higher education gender,1
It gender,1
Women in higher education,1
Women in information technology,1
Women in leadership,1
Women professional development,1
Service-oriented architecture (SOA),1
Geographic Information Systems,1
Private Partnership,1
Service Delivery,1
Development,1
Diverse workforce,1
HR practices,1
Human resource (HR) management,1
Recruiting,1
Retention,1
Stress,1
Success stories,1
Improvisational capabilities,1
Multi-year analysis,1
Organizational information processing theory,1
Economic benefits,1
Green-computing,1
Knowledge society,1
Network externalities,1
Synergism,1
Virtualization,1
CIOs in higher education,1
IT management higher education,1
Chief executives,1
Systems and management,1
Knowledge integration,1
Organizational aspects,1
Resource allocation,1
D&M IS success model,1
Implemention success model,1
UTAUT,1
Corporate unbundling,1
Strategic alignment of information technology,1
Value chain deconstruction,1
Quality performance,1
Citizens,1
ICT-business alignment,1
cognitive social capital,1
financial performance,1
relational social capital,1
structural social capital,1
CIO pay,1
International financial reporting standards,1
Regulatory reporting reform,1
Chief Information Officer (CIO) Role,1
CIO's job title,1
CIO's reporting structure,1
Contingency approach to leadership,1
Organisational strategic IT vision,1
CIO leadership,1
Dynamic business environments,1
Ethnographic research method,1
IT organizational flexibility,1
Socio-technical systems,1
Uncertainty,1
CEO perceptions,1
Government Chief Information Officer,1
The Netherlands,1
Energy savings in corporate IT,1
Power management,1
Wake on LAN,1
IS/IT perceptions gap,1
IT stereotype,1
IT/business relationships,1
IT/IS management,1
Curriculum,1
Dissertation research,1
Doctoral program,1
Information technology education,1
Outcomes assessment,1
ESCI,1
Executive IT leaders,1
Senior IT leadership,1
Technology competencies,1
Career path,1
Career planning,1
Mentor,1
University,1
Capital Planning and Investment Control (CPIC),1
Federal Information Security Management Act (FISMA),1
Health Insurance Portability and Accountability Act (HIPAA),1
Information Security (InfoSec),1
Return on Investment (ROI),1
Recommendations,1
Strategic advantage,1
IT leadership profile,1
Role and place of customer in IT,1
The effectiveness of IT projects,1
The evolution of roles in IT,1
Disaster Recovery Planning,1
Fuzzy Cognitive Maps,1
Monitoring,1
Scenario Analysis,1
Eco-sustainability,1
G-readiness,1
Readiness,1
CIO activities,1
CIO skills,1
CIO responsibilities,1
CIO's competence,1
Knowledge based view,1
Resource based view,1
Chief Information officer,1
Help Desk,1
Reorg,1
Reorganization,1
Service Desk,1
Government chief information officer,1
Competitive impacts of IT,1
Questionnaire surveys,1
Geospatial sciences,1
GIS,1
History,1
U.S Department of Energy,1
Brazilian CIO,1
CIO Professional Profile,1
IT Human Resources,1
IT Professionals’ Career,1
Interactionism,1
Role identity,1
Intellectual Capital,1
Organizational Support,1
BTM capability,1
IT assimilation,1
Sarbanes oxley (SOX) act,1
Environmental sustainability,1
Green it,1
Certainty equivalent,1
Expected value,1
Net present value,1
Process measure,1
Process modeling,1
Value-based business process management,1
Variance,1
IT awareness,1
IT intensity,1
Activity competency model,1
Competency development,1
Role performance,1
Selection,1
Enterprise Architecture(EA),1
IT ROI,1
Goals,1
Success,1
NADRA1.INTRODUCTION,1
Pakistan,1
Architecture Management,1
Business Model,1
Project Portfolio,1
IS contribution,1
uncertain environment,1
E-business,1
Information system capability,1
Information technology strategy implementation,1
Strategic enterprise planning,1
CIO competences,1
ICT management,1
ICT skills,1
Knowledge profile,1
And case study,1
IS failure,1
Process inquiry,1
Emerging technologies,1
Health care,1
Health insurance portability and accountability act (HIPAA),1
Group IT controlling,1
IT/IS evaluation,1
IT/IS governance instruments,1
IT/IS performance measurement,1
Archives,1
Email,1
Email management,1
exploitation,1
exploration,1
IT functional impact,1
staged maturity model,1
strategic value of IT,1
structural equation modeling,1
survey research,1
Assessment method,1
Business,1
SACM,1
SAMM,1
Brand architecture,1
E-commerce,1
IT structure,1
best medical practices,1
lesbian leaders,1
lesbian support systems,1
lesbians and medical treatment,1
lesbians coping with illness,1
lesbians fighting disease and disability,1
Mills College,1
ovarian cancer,1
Vivian Stephenson,1
Mobile work,1
Mobile workforce,1
Socio-technical perspective,1
Supervisor/subordinate relations,1
Balanced scorecard,1
Communications technologies,1
Alignment mechanisms,1
Knowledge-based view of organizations,1
business process improvement,1
demonstration,1
industry experience,1
process categorization,1
process prioritization,1
strategic decision making,1
Behavioral observation,1
Determinants of CIO effectiveness,1
Video-coding,1
CIO capabilities,1
Long term performance,1
Career Roles,1
IT Careers,1
IT Roles,1
Role Transitions,1
Characteristics,1
Leadership theory,1
Styles,1
DIS,1
FISMA,1
HLA,1
IA,1
SOA,1
TENA,1
Chinese Firm,1
Foreign Direct Investment,1
Documentation,1
Domain knowledge,1
Organizational learning,1
Pattern language,1
Systems life cycle process,1
Greece,1
User studies,1
CIO (chief information officer),1
CIO Core Competencies,1
Hard ICT,1
Information and communication technologies (ICT),1
Innovation drivers,1
Soft ICT,1
IS/IT,1
Ministerial computer departments,1
Turkey,1
Business Intelligence,1
Information Domain,1
Information Productivity,1
IT transformation,1
Key success factors,1
GCIO education,1
GCIO training,1
Information technology (IT) leadership,1
Wikinomics,1
Core activities,1
Infrastructure activities,1
Intrusion detection system,1
Mobile agent,1
Continuing education,1
IT consultant,1
Maturity models,1
Software tool,1
Business and IT perspectives,1
Use,1
User,1
Agility,1
Implementation processes,1
alignment,1
cross-domain,1
intellectual,1
IT-business strategic alignment,1
operational,1
Chief knowledge officer,1
Executive knowledge leadership,1
Knowledge management implementation,1
E-governance E-government innovation,1
Green ITS (Intelligent Transport System),1
Transactive memory system,1
Information communications technology,1
Executive derailment,1
Business strategy alignment,1
Chief information officer characteristics,1
Personality,1
Partnership,1
Taiwan,1
Information technologies,1
Distance education,1
Hiring practices,1
It managers,1
Online degrees,1
Basic Law on the Formation of an Advanced Information and Telecommunications Network Society (ICT Basic Law),1
E-Japan Priority Policy Program,1
E-Japan Strategy,1
Kasumigaseki WAN,1
Master Plan for Promoting GovernmentWide Use of ICT,1
Ministerial Chief Information Officers Council (CIO Council),1
Program for Building E-Government,1
Strategic Headquarters for the Promotion of an Advanced Information and Telecommunications Network Society (ICT Strategy Headquarters),1
Managerial discretion,1
Power and politics,1
Servey research,1
Strategic decision making,1
Championing IT,1
IT Competence,1
IT Experience,1
IT Knowledge,1
Measuring IT Competence,1
Management of information technology,1
Cross-impact analysis,1
Environmental pressures,1
Creative climate,1
Creativity,1
Creativity in information systems,1
Creativity techniques,1
Managers,1
Distance learning,1
multimedia,1
video,1
Customer participation,1
Customization,1
IT product,1
Morphological approach,1
Product differentiation,1
Strategic planning level,1
Chief information officer recruitment,1
Knowledge representation,1
Qualitative simulation,1
System modeling,1
Established leaders,1
IS/IT executives,1
IS/IT leadership,1
New leaders,1
CASE technology adaptation,1
managerial maturity,1
strategy oriented IS management,1
Change agent,1
Cio and it roles,1
Planning process,1
Process model,1
KM practices,1
KM practitioners,1
success,1
US federal,1
Information technology impact,1
Supply chain management,1
Value of information technology,1
Centralisation,1
Autonomous learning,1
Benchmarking,1
Induced learning,1
IT usage,1
Learning,1
Post-implementation,1
coordination mechanisms,1
event sequence analysis,1
federated governance,1
Influence tactics,1
Influence behaviors,1
Modified theory of vocational choice,1
Socialization,1
Technical backgrounds,1
Corporate leadership,1
Development of technology management strategies,1
Global issues in technology management,1
Strategic issues in technology management,1
TMT decision-making,1
Top management team (TMT) composition and dynamics,1
Career anchor,1
Tacit knowledge,1
Theory of work experience,1
Information systems infrastructure,1
Senior IT management,1
Asset,1
Inquiry,1
Interview,1
Safeguard,1
Threat,1
Vulnerability,1
Social capital,1
Enterprise risk management,1
Interorganisational systems,1
Sarbanes-Oxley Act,1
Upper Echelon Theory,1
Group Theory,1
Narrative inquiry,1
Personal Construct Theory,1
Qualitative,1
Repertory Grids,1
Compensation,1
Industry membership,1
Application portfolio management,1
Information capital readiness,1
IT department,1
Information services,1
Organizational restructuring,1
Explicit and tacit knowledge,1
Information technology competence,1
Information-technology management,1
Competitiveness,1
Computerization,1
Informatization,1
Mobile communication systems,1
Face,1
Financial management,1
Human resource management,1
Instruments,1
Technology management,1
IT success,1
Access control,1
Authentication,1
Computer crime,1
Computer viruses,1
Hacking,1
IS case study,1
IS problems,1
IS project risk management,1
IS security risks,1
Office to future,1
Opportunities threats analysis,1
Security management,1
Multi-task operation,1
Strategy implementation,1
IS strategy and organization,1
Roles and skills in strategic management,1
Business risks,1
Complementarity,1
Control theory,1
ERP implementation,1
Fundamental Interpersonal Relationship Orientation-Behaviour (FIRO-B),1
IT/business relationship,1
Myers-Briggs Type Indicator (MBTI),1
Contract pricing,1
Data explosion,1
Productivity improvement,1
Reuse,1
Plan authorship,1
Role descriptions,1
Strategic information systems plans,1
Influence influence behaviors,1
Executives,1
Information systems technologies,1
Key Issues,1
Strategy and Trends,1
Corporate roles and relationships,1
Structured observation,1
Business value of information technology,1
Discriminant analysis,1
Information systems productivity,1
Information systems variables,1
Management productivity,1
knowledge exchange,1
relational similarity,1
IT Assimilation,1
IT Vision,1
Senior Leadership,1
Interprofessional relations,1
Personality traits,1
Chief information officer (CIO) capability,1
CIO role effectiveness,1
CIO-top management team (TMT) engagements,1
Healthcare industry,1
Partial least squares,1
Project planning,1
and Quality,1
Information Systems Success,1
Organizational Leadership,1
Information technology alignment,1
Information technology objectives,1
Information technology success factors,1
Diffusion,1
Radio frequency identification,1
Real-time enterprise,1
RFTD vision,1
Information technology personnel,1
IS implementation,1
IS evaluation,1
Mobile business,1
Pervasive systems,1
Strategic fit,1
Brand Architecture,1
E-Commerce,1
IT Structure,1
Clinger-Cohen act,1
Information resources management,1
U.S. Government administrative agencies,1
electronic commerce,1
Intrapreneurship,1
Corporate information planning,1
Data administration,1
Data resource management,1
Database administration,1
Database management,1
Information policy,1
Management of information systems,1
MIS management,1
MIS planning,1
Decision making support,1
Action learning,1
Change strategy,1
Development of managerial competence,1
CEO satisfaction with IS,1
CIO perceptions of corporate use of IS,1
Information technology in the motor carrier industry,1
Relationship between CEO and CIO,1
Role of information technology in strategic planning,1
Satisfaction with information systems,1
Codification,1
Ethnography,1
Organizational change,1
Qualitative methods,1
Redesign,1
Executive responsibilities,1
Business practice,1
Business process,1
Executive sponsorship,1
IT education,1
Organizational Impact,1
Application software,1
Environmental pressure,1
Factors,1
Information Systems/Technology (IS/IT),1
Critical path analysis,1
Security products,1
IS project failures,1
Construct dimensions,1
Construct measurement,1
"Information technology infrastructure, ITI",1
Channel richness,1
Strategic grid,1
Information system managerial roles,1
Information system maturity,1
Information system middle managers,1
Information system personnel,1
Convergence,1
Service delivery,1
Technology outlook/trends,1
Impacts,1
Insurance,1
Organisational change,1
Value change,1
Analogy,1
Metaphors,1
Mintzberg,1
Centralization/ decentralization,1
Directors,1
Resource-based view of firms,1
Switching cost,1
CIO position announcements,1
External hires,1
IT-driven transformation,1
Organization innovation,1
Information strategy,1
Service management,1
It security,1
IT-capabilities,1
IT-leadership,1
Coaching,1
Management development,1
Academic administration IS,1
Enterprise IS,1
Information system implementation,1
Knowledge exchange,1
Resource-Based View,1
Strategic Planning,1
Upgrade projects,1
Peer influence,1
BPR projects,1
CBIS,1
Cultural and environmental pressures,1
Successful implementation,1
curriculum design,1
Organizational factors,1
Strategy issues,1
Enterprise architecture frameworks,1
Campus publication,1
Customer service,1
Help desk,1
J2EE,1
Java,1
News services,1
Newsletter,1
Open-source,1
Rensselaer polytechnic institute,1
RPI,1
The Kiosk,1
Web application,1
Web site,1
Business process improvement (BPI),1
CEO-CIO distance,1
IT infrastructure capabilities (ITC),1
