keyword_lower,count
patient protection and affordable care act,1
pay for performance,1
reimbursement,1
shared savings,1
minority student,1
parental involvement,1
stem pipeline,1
learning management systems,1
predictive modelling,1
dynamic environment,1
clinical processes,1
information logistics,1
it-benchmarking,1
visualisation of indicators,1
is function performance,1
strategic innovation,1
application systems,1
itil,1
management communication,1
online survey,1
competing values,1
focused interviews,1
data life-cycle management,1
data quality management,1
ibm,1
information integration,1
health information technologies (hits),1
information technology (it) capabilities,1
proactive employee behavior,1
quality of patient care,1
hospital information systems (his),1
pacs,1
pacs management,1
radiology department,1
matched-pair questionnaire surveys,1
information systems alignment,1
operational alignment,1
job characteristics theory,1
modelling,1
enrollment,1
ireland,1
it сompetence,1
classification,1
comparison,1
sisp methodology,1
demand for integration,1
clinical workflows,1
composite score,1
workflow management,1
indicators,1
measurement,1
evaluation framework,1
repertory grid technique,1
citizen participation,1
comprehensive plan,1
digital tool,1
environmental determinism,1
it investment strategy,1
managerial processes,1
strategic choice,1
executive programs,1
master's programs,1
professional education,1
chief operating officer (coo),1
politics,1
transaction cost theory,1
abnormal stock returns,1
cash flows from operations,1
cost leadership,1
porter's generic strategies,1
product/service differentiation,1
funding,1
intergovernmental,1
it planning,1
executive integration,1
leader socialization,1
new appointment,1
taking charge,1
transition,1
cost efficiency,1
principal-agent model,1
theory of political control,1
mobile government,1
stakeholder analysis,1
cio's role,1
eco-efficient information,1
role of the cio,1
board level,1
customer relationship manager,1
tactical planning,1
leadership effectiveness,1
stakeholder theory,1
public cloud computing,1
state information technology departments,1
strategic posture,1
e-health,1
electromagnetic interference (emi),1
patient safety,1
radio frequency identification (rfid),1
competitive advantages,1
is resources,1
business process management (bpm),1
software as a service (saas),1
teaching case,1
it performance,1
value adding,1
iceland,1
innovative usage of information systems,1
operational role effectiveness,1
strategic is vision,1
strategic role effectiveness,1
application landscape,1
cognitive frames,1
personality inventories,1
cio role expectationsinstrument,1
bulletin board system,1
civic engagement,1
digital inclusion,1
puget sound region,1
enabling elements,1
eparticipation,1
inhibiting elements,1
smart cities,1
information systems security management,1
local government information systems security,1
e-waste,1
energy,1
environmental footprint,1
green technology,1
information technoloogy,1
ahp,1
analytic hierarchy process,1
cloud selection,1
it stakeholder management,1
it strategic decisions,1
customer value,1
innovative business orientation,1
innovative is strategy,1
organizational climate,1
case-based learning,1
information systems curriculum,1
is curriculum development,1
is management education,1
github,1
microsoft,1
stack exchange,1
topcoder,1
corporate entrepreneurship,1
open innovation,1
event history methods,1
proximity analysis,1
competitive advantage information technology (it) strategy,1
wiki,1
attention based view,1
complementarities,1
it-enabled innovation,1
strategic focus,1
local e-government,1
municipal cio,1
online surveys,1
banking platforms,1
manda,1
strategic management of information system,1
transformational and transactional leadership,1
information behavior,1
liberal arts education,1
program assessment,1
service-learning pedagogy,1
c-suite executives,1
executive teams,1
kaplan-meier curves,1
survival analysis,1
computing majors,1
employment,1
job skills,1
it management issues,1
ranking-type delphi,1
bayesian multivariate probit,1
e-buy,1
electronic resources,1
information system adoption,1
korea,1
on-line services,1
development assistance,1
emergent strategy,1
national development strategy,1
program preparation,1
hofstede's cultural dimensions,1
information systems planning effectiveness,1
pls-graph 3.0,1
agile software development,1
experiential learning,1
scrum,1
study away,1
market orientation,1
survey research volume,1
abandonment,1
design pattern,1
it management framework,1
distributed computing,1
mobile computing,1
modeling and simulation,1
service oriented architecture,1
web services,1
breakthrough,1
ubiquity,1
senior manager,1
skills and activities,1
skills set,1
not-for-profit,1
value-added services,1
business alignment of it,1
it operating model,1
cross-cultural studies,1
e-service,1
national culture,1
toe,1
modularity,1
outsourcing success,1
industry training,1
national transition strategy,1
w3c wcag 2.0,1
web accessibility,1
greek hospitals,1
it sophistication,1
resistance to information systems,1
chief information officer roles,1
professional profiles,1
requirements,1
cio role and responsibilities,1
swedish multinational corporations,1
due diligence,1
merger or acquisition,1
planning,1
time frame,1
is professionals,1
motive talk,1
speech act theory,1
sweden,1
emotional iitelligence,1
public higher education institutions,1
swot analysis,1
bangladesh,1
quality of work-life,1
requisite skills,1
it competences,1
it practitioners,1
it training,1
cultural intelligence,1
gamification,1
job,1
polyspecialist skills,1
professionals,1
information asset management,1
information asset management capability,1
information assets,1
bi,1
scm,1
workflow,1
cio profession,1
cios' role and tasks,1
leavitt's model,1
it project,1
public,1
saudi,1
electronic content management,1
free and open source software,1
government departments,1
positioning,1
public service,1
strategic role,1
hit,1
sfs,1
importance-performance analysis,1
it governance balanced scorecard,1
thai universities,1
individual performance,1
personal productivity,1
system integration,1
ontology,1
information system integration,1
green its,1
it executive role,1
it-business relationships,1
centralized it systems,1
clinical decision support,1
it restructuring,1
industry,1
organisation,1
educational it leadership,1
focus groups,1
it education management,1
r&d productivity,1
data models,1
disaster management,1
disaster response,1
humanitarian assistance,1
interoperable information,1
national information exchange model,1
niem,1
benchmarking scale,1
city agencies,1
stage model,1
e-transformation in turkey,1
perception survey,1
statistical evaluation,1
regional economic growth,1
total factor productivity,1
two-step system gmm,1
service oriented architecture (soa),1
data center,1
distribute file system,1
hadoop distribute file system,1
bi assimilation,1
bi business value,1
shared knowledge,1
strategic it alignment,1
decision support system (dss),1
digital business pyramid,1
enterprise integration,1
business innovation,1
employee screening,1
employment references,1
health care networks,1
hospital security,1
lifelong learning,1
lifelong learning strategy,1
talent pool,1
voice over internet protocol,1
goal congruence,1
integrative leadership,1
supply chain implementation,1
synergistic information flow,1
human resource strategy,1
information infrastructure,1
information society,1
knowledge economy,1
on line service delivery,1
interview protocol,1
long interview technique,1
it process improvement,1
system monitoring,1
information behaviors,1
gcio function,1
case study method,1
context,1
role effectiveness,1
"hospitals, public",1
information seeking behaviours,1
medical informatics applications,1
new zealand,1
decentralization in management,1
enterprise resource planning (erp),1
multi-divisional erp implementation,1
distance education and telelearning,1
distributed learning environments,1
evaluation of cal systems,1
interactive learning environments,1
postsecondary education,1
awareness-knowledge,1
director of nursing,1
it diffusion,1
it stakeholder,1
back-office information system,1
electronic government (egov.),1
ministry of finance (mof),1
shared service center (ssc),1
bcp (business continuity planning),1
disaster management and cio core competence,1
gcio (government chief information officer),1
isv,1
it/is,1
lemon market theory,1
asset protection,1
automation,1
change control,1
connection protection,1
continuous diagnostics and mitigation,1
continuous monitoring,1
ground segment ground system,1
incident handling,1
information assurance,1
information security leadership,1
infrastructure protection,1
it security metrics,1
least privilege,1
logical security,1
mission assurance,1
mission operations,1
mission operations center,1
nasa,1
network security,1
personnel screening,1
physical security,1
policies and procedures,1
scheduling restrictions,1
security controls,1
security hardening,1
software updates,1
system cloning and software licenses,1
system security,1
system security life cycle,1
unauthorized change detection,1
unauthorized change deterrence,1
unauthorized change prevention,1
decision process,1
information systems strategy,1
propensity,1
risk behavior,1
performance,1
embeddedness,1
framework validation,1
information system continuity management,1
management support,1
delphi study,1
procurement of information systems,1
public procurement,1
government chief information officer function,1
human capacity framework,1
ict training leaders,1
data breach,1
lawsuit,1
malware,1
target,1
capabilities,1
ict investment,1
functional responsibilities,1
labor-intensive industries,1
role conflicts,1
role synergies,1
chief information officer competencies,1
computer security scorecard,1
federal information of security management act,1
it security performance,1
u.s. federal government agencies,1
public sector of russian federation,1
sanctions,1
software and hardware import substitution,1
health it,1
meaningful use,1
career paths,1
irish telecommunications software,1
motivation,1
cio's implication,1
it security manager,1
gender leadership,1
higher education gender,1
it gender,1
women in higher education,1
women in information technology,1
women professional development,1
service-oriented architecture (soa),1
private partnership,1
cpoe,1
order sets,1
outcomes,1
development,1
diverse workforce,1
hr practices,1
human resource (hr) management,1
recruiting,1
retention,1
stress,1
success stories,1
improvisational capabilities,1
multi-year analysis,1
organizational information processing theory,1
economic benefits,1
green-computing,1
knowledge society,1
network externalities,1
synergism,1
virtualization,1
cios in higher education,1
it management higher education,1
chief executives,1
systems and management,1
d&m is success model,1
implemention success model,1
utaut,1
corporate unbundling,1
strategic alignment of information technology,1
value chain deconstruction,1
quality performance,1
computing jobs,1
diversity,1
gendered organizations,1
obstacles,1
recruiting women,1
retaining women,1
sponsor,1
cognitive social capital,1
relational social capital,1
structural social capital,1
cio pay,1
regulatory reporting reform,1
chief information officer (cio) role,1
cio's job title,1
cio's reporting structure,1
contingency approach to leadership,1
organisational strategic it vision,1
cio leadership,1
dynamic business environments,1
ethnographic research method,1
it organizational flexibility,1
socio-technical systems,1
uncertainty,1
ceo perceptions,1
the netherlands,1
is/it perceptions gap,1
it stereotype,1
it/business relationships,1
it/is management,1
healthcare organization,1
information manager,1
esci,1
executive it leaders,1
senior it leadership,1
technology competencies,1
career path,1
career planning,1
recommendations,1
strategic advantage,1
it leadership profile,1
role and place of customer in it,1
the effectiveness of it projects,1
the evolution of roles in it,1
monitoring,1
scenario analysis,1
eco-sustainability,1
g-readiness,1
readiness,1
cio activities,1
cio skills,1
it metrics,1
cio's competence,1
knowledge based view,1
resource based view,1
competitive impacts of it,1
questionnaire surveys,1
brazilian cio,1
cio professional profile,1
it human resources,1
it professionals’ career,1
cio budgets,1
government growth,1
business acumen,1
practical intelligence,1
traditional management theory,1
interactionism,1
role identity,1
organizational support,1
certainty equivalent,1
expected value,1
net present value,1
process measure,1
process modeling,1
value-based business process management,1
variance,1
it awareness,1
it intensity,1
activity competency model,1
competency development,1
role performance,1
selection,1
enterprise architecture(ea),1
it roi,1
goals,1
nadra1.introduction,1
pakistan,1
influencers,1
ranking,1
architecture management,1
business model,1
project portfolio,1
is contribution,1
uncertain environment,1
information system capability,1
information technology strategy implementation,1
strategic enterprise planning,1
cio competences,1
ict management,1
ict skills,1
knowledge profile,1
and case study,1
is failure,1
process inquiry,1
emerging technologies,1
group it controlling,1
it/is evaluation,1
it/is governance instruments,1
it/is performance measurement,1
exploitation,1
exploration,1
it functional impact,1
staged maturity model,1
survey research,1
assessment method,1
business,1
sacm,1
samm,1
barriers to implementation,1
benefits,1
nationwide health information network nhin,1
best medical practices,1
lesbian leaders,1
lesbian support systems,1
lesbians and medical treatment,1
lesbians coping with illness,1
lesbians fighting disease and disability,1
mills college,1
ovarian cancer,1
vivian stephenson,1
adapting ict,1
e-healthcare,1
iran,1
tele-healthcare,1
telemedicine,1
transferring ict,1
mobile work,1
mobile workforce,1
socio-technical perspective,1
supervisor/subordinate relations,1
cdo announcements,1
event study methodology,1
job overlap,1
shareholder value,1
financial metrics,1
balanced scorecard,1
communications technologies,1
alignment mechanisms,1
knowledge-based view of organizations,1
business process improvement,1
demonstration,1
industry experience,1
behavioral observation,1
determinants of cio effectiveness,1
video-coding,1
cio capabilities,1
long term performance,1
career roles,1
it careers,1
it roles,1
role transitions,1
characteristics,1
leadership theory,1
styles,1
chinese firm,1
foreign direct investment,1
documentation,1
domain knowledge,1
pattern language,1
systems life cycle process,1
greece,1
user studies,1
enterprise systems assimilation,1
strategic business knowledge,1
strategic it knowledge,1
canada,1
data standards,1
delivery of health care,1
health care reform,1
health it policies,1
policy making,1
technology infrastructure,1
u.k.,1
u.s.,1
cio core competencies,1
hard ict,1
information and communication technologies (ict),1
innovation drivers,1
soft ict,1
information domain,1
information productivity,1
it transformation,1
key success factors,1
gcio education,1
gcio training,1
information technology (it) leadership,1
wikinomics,1
core activities,1
infrastructure activities,1
mobile agent,1
continuing education,1
it consultant,1
software tool,1
implementation processes,1
cross-domain,1
intellectual,1
it-business strategic alignment,1
operational,1
chief knowledge officer,1
executive knowledge leadership,1
knowledge management implementation,1
e-governance e-government innovation,1
green its (intelligent transport system),1
transactive memory system,1
executive derailment,1
business strategy alignment,1
chief information officer characteristics,1
personality,1
partnership,1
taiwan,1
management of information technology,1
creative climate,1
creativity in information systems,1
creativity techniques,1
customer participation,1
customization,1
it product,1
morphological approach,1
product differentiation,1
strategic planning level,1
chief information officer recruitment,1
knowledge representation,1
qualitative simulation,1
system modeling,1
influence behavior,1
peer,1
computer stimulation,1
providers,1
telehealth,1
established leaders,1
is/it executives,1
is/it leadership,1
new leaders,1
planning process,1
process model,1
information systems outsourcing,1
it expectation,1
km practices,1
km practitioners,1
us federal,1
collaborative management,1
is governance,1
information technology impact,1
value of information technology,1
coordination mechanisms,1
event sequence analysis,1
federated governance,1
influence tactics,1
influence behaviors,1
modified theory of vocational choice,1
socialization,1
technical backgrounds,1
corporate leadership,1
development of technology management strategies,1
global issues in technology management,1
strategic issues in technology management,1
tmt decision-making,1
top management team (tmt) composition and dynamics,1
career anchor,1
tacit knowledge,1
theory of work experience,1
asset,1
inquiry,1
interview,1
safeguard,1
threat,1
vulnerability,1
enterprise risk management,1
interorganisational systems,1
sarbanes-oxley act,1
group theory,1
personal construct theory,1
repertory grids,1
application portfolio management,1
information capital readiness,1
medication errors,1
pharmacy it,1
ethnology,1
medical order entry systems,1
mobile communication systems,1
face,1
financial management,1
human resource management,1
instruments,1
technology management,1
citizen-centered approach,1
functional-centric approach,1
political participation,1
transaction,1
two-way communication,1
digital libraries,1
individual behaviour,1
outcome measures,1
fundamental interpersonal relationship orientation-behaviour (firo-b),1
it/business relationship,1
myers-briggs type indicator (mbti),1
annual reports,1
firms listed on the stock exchange,1
plan authorship,1
role descriptions,1
strategic information systems plans,1
influence influence behaviors,1
information systems technologies,1
course design projects,1
entrepreneurial models,1
organizing design teams,1
it vision,1
graduate education,1
professional certification,1
diffusion,1
radio frequency identification,1
real-time enterprise,1
rftd vision,1
continuous innovation,1
industry effects on it adoption,1
organisational capital,1
sustainable competitive advantage,1
information technology personnel,1
is implementation,1
decision making support,1
action learning,1
change strategy,1
development of managerial competence,1
institutions of higher education,1
ceo satisfaction with is,1
cio perceptions of corporate use of is,1
information technology in the motor carrier industry,1
relationship between ceo and cio,1
role of information technology in strategic planning,1
satisfaction with information systems,1
ceo-cio roles,1
core it capabilities,1
it and business alignment,1
it structure and governance,1
managing business transformation,1
codification,1
ethnography,1
qualitative methods,1
redesign,1
business practice,1
executive sponsorship,1
it education,1
emr system composite index,1
emr systems,1
principal component analysis,1
application software,1
environmental pressure,1
factors,1
is project failures,1
construct dimensions,1
construct measurement,1
"information technology infrastructure, iti",1
model,1
public sector cio,1
analogy,1
metaphors,1
mintzberg,1
directors,1
cio position announcements,1
external hires,1
it-driven transformation,1
organization innovation,1
capacity building,1
core competency,1
health informatics education,1
bpr projects,1
cbis,1
cultural and environmental pressures,1
successful implementation,1
curriculum design,1
current e-business practices,1
electronic business,1
enterprise architecture frameworks,1
campus publication,1
customer service,1
j2ee,1
java,1
news services,1
newsletter,1
open-source,1
rensselaer polytechnic institute,1
rpi,1
the kiosk,1
web application,1
web site,1
information officer,1
championing it,1
it experience,1
measuring it competence,1
cross-impact analysis,1
environmental pressures,1
chief information offices (cio),1
developed country,1
developing country,1
government chief information offices (gcio),1
it value hierarchy,1
strategic use of it,1
distance learning,1
multimedia,1
video,1
contract,1
is outsourcing,1
relationship,1
case technology adaptation,1
managerial maturity,1
strategy oriented is management,1
cio and it roles,1
centralisation,1
autonomous learning,1
benchmarking,1
induced learning,1
it usage,1
learning,1
post-implementation,1
information systems infrastructure,1
senior it management,1
industry membership,1
geographic information systems,1
information services,1
organizational restructuring,1
explicit and tacit knowledge,1
information technology competence,1
information-technology management,1
computerization,1
informatization,1
it success,1
authentication,1
computer crime,1
computer viruses,1
hacking,1
is case study,1
is problems,1
is project risk management,1
is security risks,1
office to future,1
opportunities threats analysis,1
knowledge integration,1
organizational aspects,1
multi-task operation,1
strategy implementation,1
is strategy and organization,1
roles and skills in strategic management,1
citizens,1
ict-business alignment,1
business risks,1
complementarity,1
control theory,1
erp implementation,1
contract pricing,1
data explosion,1
productivity improvement,1
reuse,1
executives,1
klas 2003 pacs vendor performance study,1
strategy and trends,1
corporate roles and relationships,1
structured observation,1
energy savings in corporate it,1
power management,1
wake on lan,1
business value of information technology,1
discriminant analysis,1
information systems productivity,1
information systems variables,1
management productivity,1
relational similarity,1
dissertation research,1
doctoral program,1
information technology education,1
outcomes assessment,1
interprofessional relations,1
children's hospitals,1
national association of children's hospitals and related institutions,1
chief information officer (cio) capability,1
cio-top management team (tmt) engagements,1
healthcare industry,1
partial least squares,1
capital planning and investment control (cpic),1
federal information security management act (fisma),1
information security (infosec),1
return on investment (roi),1
and quality,1
information systems success,1
organizational leadership,1
information technology alignment,1
information technology objectives,1
information technology success factors,1
cio responsibilities,1
reorg,1
reorganization,1
service desk,1
geospatial sciences,1
gis,1
history,1
u.s department of energy,1
btm capability,1
is evaluation,1
mobile business,1
pervasive systems,1
strategic fit,1
environmental sustainability,1
clinger-cohen act,1
u.s. government administrative agencies,1
corporate information planning,1
data administration,1
data resource management,1
database administration,1
database management,1
information policy,1
management of information systems,1
mis management,1
mis planning,1
clinical information system,1
continuity of care record,1
regional health information organizations,1
informatics careers,1
nursing informatics roles,1
executive responsibilities,1
information systems/technology (is/it),1
critical path analysis,1
security products,1
archives,1
email,1
email management,1
quality of care,1
channel richness,1
strategic grid,1
information system managerial roles,1
information system maturity,1
information system middle managers,1
information system personnel,1
convergence,1
impacts,1
insurance,1
organisational change,1
value change,1
centralization/ decentralization,1
resource-based view of firms,1
switching cost,1
information strategy,1
service management,1
cost effective,1
hospital information system,1
patient data management system,1
user coordinator,1
dis,1
fisma,1
hla,1
ia,1
soa,1
tena,1
it-capabilities,1
it-leadership,1
coaching,1
management development,1
is/it,1
ministerial computer departments,1
turkey,1
academic administration is,1
enterprise is,1
information system implementation,1
health services administration,1
upgrade projects,1
business and it perspectives,1
use,1
user,1
peer influence,1
organizational factors,1
information communications technology,1
strategy issues,1
business process improvement (bpi),1
ceo-cio distance,1
it infrastructure capabilities (itc),1
distance education,1
hiring practices,1
online degrees,1
basic law on the formation of an advanced information and telecommunications network society (ict basic law),1
e-japan priority policy program,1
e-japan strategy,1
kasumigaseki wan,1
master plan for promoting governmentwide use of ict,1
ministerial chief information officers council (cio council),1
program for building e-government,1
strategic headquarters for the promotion of an advanced information and telecommunications network society (ict strategy headquarters),1
managerial discretion,1
power and politics,1
servey research,1
